geoid,name,total_population,total_population_25_over,median_income,median_home_value,educational_attainment,white_alone,black_alone,native_alone,asian_alone,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,city,metro_area
13067030224,"Census Tract 302.24, Cobb County, Georgia",6318.0,3995.0,73061.0,190800.0,1808.0,3523.0,1262.0,0.0,412.0,0.0,86.0,277.0,758.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030226,"Census Tract 302.26, Cobb County, Georgia",10164.0,6038.0,80265.0,181200.0,3154.0,5312.0,2829.0,0.0,507.0,0.0,29.0,526.0,961.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030227,"Census Tract 302.27, Cobb County, Georgia",7860.0,5132.0,62581.0,143800.0,1615.0,3962.0,1611.0,0.0,353.0,0.0,62.0,217.0,1655.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030228,"Census Tract 302.28, Cobb County, Georgia",7426.0,3943.0,46363.0,190800.0,1457.0,4711.0,1592.0,153.0,145.0,0.0,0.0,141.0,684.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030229,"Census Tract 302.29, Cobb County, Georgia",6314.0,2303.0,55738.0,202600.0,837.0,4261.0,1182.0,0.0,202.0,13.0,15.0,103.0,538.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030230,"Census Tract 302.30, Cobb County, Georgia",13533.0,9192.0,65966.0,230200.0,4241.0,7664.0,3677.0,7.0,675.0,0.0,0.0,308.0,1202.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030231,"Census Tract 302.31, Cobb County, Georgia",7487.0,5389.0,100777.0,292500.0,2821.0,6210.0,696.0,25.0,315.0,0.0,0.0,137.0,129.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030232,"Census Tract 302.32, Cobb County, Georgia",6346.0,4267.0,109602.0,235200.0,2264.0,3226.0,2218.0,0.0,100.0,0.0,12.0,113.0,677.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030233,"Census Tract 302.33, Cobb County, Georgia",4394.0,2828.0,104167.0,233900.0,1577.0,2805.0,1128.0,0.0,176.0,0.0,0.0,73.0,212.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030234,"Census Tract 302.34, Cobb County, Georgia",6678.0,4585.0,111250.0,268700.0,1913.0,4665.0,1468.0,0.0,211.0,0.0,37.0,105.0,192.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030235,"Census Tract 302.35, Cobb County, Georgia",4862.0,3243.0,104265.0,281500.0,1791.0,3668.0,682.0,0.0,99.0,34.0,0.0,143.0,236.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030236,"Census Tract 302.36, Cobb County, Georgia",4629.0,2864.0,145240.0,355000.0,1845.0,3939.0,466.0,0.0,16.0,0.0,59.0,52.0,97.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030238,"Census Tract 302.38, Cobb County, Georgia",6961.0,4216.0,117352.0,268200.0,2238.0,5387.0,853.0,0.0,215.0,0.0,0.0,106.0,400.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030239,"Census Tract 302.39, Cobb County, Georgia",7978.0,5278.0,118327.0,365500.0,2868.0,6859.0,598.0,0.0,0.0,0.0,31.0,133.0,357.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030340,"Census Tract 303.40, Cobb County, Georgia",3947.0,2705.0,138372.0,358100.0,1883.0,2998.0,124.0,0.0,377.0,0.0,0.0,35.0,413.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030341,"Census Tract 303.41, Cobb County, Georgia",4368.0,2914.0,100154.0,240300.0,1656.0,3466.0,399.0,13.0,122.0,0.0,29.0,95.0,257.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030342,"Census Tract 303.42, Cobb County, Georgia",4726.0,3259.0,109601.0,323900.0,2146.0,3970.0,160.0,9.0,231.0,10.0,0.0,193.0,153.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030343,"Census Tract 303.43, Cobb County, Georgia",4451.0,3061.0,113482.0,397500.0,2287.0,3803.0,159.0,44.0,287.0,0.0,0.0,79.0,79.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030344,"Census Tract 303.44, Cobb County, Georgia",3726.0,2703.0,45915.0,99600.0,1162.0,999.0,1856.0,0.0,502.0,0.0,7.0,24.0,338.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030345,"Census Tract 303.45, Cobb County, Georgia",4582.0,3267.0,66117.0,308700.0,2041.0,943.0,1497.0,0.0,1189.0,0.0,69.0,118.0,766.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030407,"Census Tract 304.07, Cobb County, Georgia",5179.0,3860.0,71364.0,219400.0,1765.0,3690.0,728.0,11.0,161.0,15.0,0.0,191.0,383.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030408,"Census Tract 304.08, Cobb County, Georgia",2843.0,2212.0,61307.0,256700.0,1207.0,1764.0,426.0,0.0,210.0,0.0,5.0,107.0,331.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030409,"Census Tract 304.09, Cobb County, Georgia",3452.0,2333.0,117721.0,325200.0,1514.0,2922.0,198.0,0.0,107.0,0.0,0.0,140.0,85.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030410,"Census Tract 304.10, Cobb County, Georgia",4719.0,3223.0,57319.0,264700.0,1553.0,2661.0,795.0,8.0,222.0,0.0,37.0,17.0,987.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030411,"Census Tract 304.11, Cobb County, Georgia",3097.0,1704.0,36394.0,98000.0,413.0,608.0,1629.0,0.0,45.0,0.0,0.0,46.0,769.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030412,"Census Tract 304.12, Cobb County, Georgia",5018.0,2882.0,38668.0,64800.0,913.0,1710.0,2148.0,48.0,171.0,0.0,7.0,174.0,760.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030413,"Census Tract 304.13, Cobb County, Georgia",5639.0,3612.0,51126.0,134900.0,1433.0,2603.0,1707.0,11.0,420.0,0.0,11.0,220.0,678.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030414,"Census Tract 304.14, Cobb County, Georgia",3272.0,2049.0,38625.0,-666666666.0,499.0,631.0,2105.0,0.0,86.0,0.0,119.0,35.0,296.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030506,"Census Tract 305.06, Cobb County, Georgia",4614.0,3064.0,62415.0,160600.0,1079.0,2503.0,992.0,0.0,99.0,0.0,14.0,254.0,752.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030507,"Census Tract 305.07, Cobb County, Georgia",5145.0,3782.0,75938.0,203700.0,1694.0,3577.0,815.0,13.0,198.0,0.0,80.0,102.0,373.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030601,"Census Tract 306.01, Cobb County, Georgia",9006.0,5218.0,62893.0,195100.0,2581.0,3851.0,2428.0,26.0,1383.0,0.0,131.0,169.0,1044.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030602,"Census Tract 306.02, Cobb County, Georgia",6528.0,5183.0,84304.0,331000.0,2660.0,5338.0,744.0,0.0,98.0,16.0,0.0,73.0,259.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031113,"Census Tract 311.13, Cobb County, Georgia",1300.0,761.0,35625.0,226800.0,336.0,234.0,589.0,0.0,17.0,9.0,68.0,116.0,267.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031114,"Census Tract 311.14, Cobb County, Georgia",8034.0,5452.0,42732.0,137500.0,1783.0,1997.0,2872.0,0.0,877.0,51.0,0.0,136.0,2101.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031115,"Census Tract 311.15, Cobb County, Georgia",4679.0,3197.0,66309.0,161200.0,1275.0,1362.0,1519.0,0.0,180.0,0.0,6.0,134.0,1478.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031116,"Census Tract 311.16, Cobb County, Georgia",4661.0,2747.0,29763.0,131300.0,587.0,1272.0,1313.0,0.0,166.0,0.0,0.0,130.0,1780.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031117,"Census Tract 311.17, Cobb County, Georgia",5621.0,3976.0,93631.0,241600.0,1986.0,3402.0,1166.0,0.0,237.0,0.0,0.0,98.0,718.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031118,"Census Tract 311.18, Cobb County, Georgia",5862.0,3670.0,77795.0,299400.0,2091.0,2887.0,1620.0,0.0,399.0,0.0,0.0,161.0,795.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031503,"Census Tract 315.03, Cobb County, Georgia",10363.0,6212.0,62896.0,145200.0,1950.0,2871.0,5220.0,18.0,82.0,0.0,46.0,191.0,1935.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030311,"Census Tract 303.11, Cobb County, Georgia",6054.0,4190.0,96214.0,211300.0,1946.0,4694.0,336.0,0.0,400.0,0.0,0.0,62.0,562.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030326,"Census Tract 303.26, Cobb County, Georgia",4526.0,3154.0,139118.0,426300.0,2067.0,3319.0,239.0,13.0,331.0,0.0,0.0,100.0,537.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030502,"Census Tract 305.02, Cobb County, Georgia",7246.0,5103.0,96148.0,231800.0,2492.0,4335.0,1214.0,10.0,855.0,0.0,0.0,170.0,662.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030505,"Census Tract 305.05, Cobb County, Georgia",7001.0,4460.0,49619.0,124800.0,1425.0,2754.0,2698.0,189.0,240.0,0.0,18.0,109.0,1182.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067030800,"Census Tract 308, Cobb County, Georgia",5650.0,2600.0,39648.0,191300.0,730.0,2193.0,1126.0,0.0,214.0,4.0,0.0,30.0,2083.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031004,"Census Tract 310.04, Cobb County, Georgia",7814.0,4781.0,40161.0,95600.0,613.0,1607.0,3268.0,0.0,62.0,16.0,38.0,121.0,2702.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031106,"Census Tract 311.06, Cobb County, Georgia",9099.0,6018.0,70933.0,161100.0,2357.0,3458.0,3077.0,0.0,507.0,8.0,0.0,246.0,1803.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031108,"Census Tract 311.08, Cobb County, Georgia",4939.0,3898.0,50752.0,137500.0,1880.0,2269.0,2015.0,14.0,90.0,0.0,0.0,78.0,473.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031308,"Census Tract 313.08, Cobb County, Georgia",5514.0,3648.0,47373.0,107700.0,629.0,1451.0,1974.0,0.0,27.0,0.0,0.0,8.0,2054.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031309,"Census Tract 313.09, Cobb County, Georgia",7582.0,4895.0,48313.0,107000.0,981.0,1654.0,4777.0,0.0,5.0,0.0,24.0,60.0,1062.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031310,"Census Tract 313.10, Cobb County, Georgia",7538.0,4238.0,32000.0,110200.0,529.0,730.0,4385.0,0.0,24.0,0.0,0.0,0.0,2399.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031205,"Census Tract 312.05, Cobb County, Georgia",6262.0,4506.0,81528.0,265000.0,2860.0,2784.0,2603.0,0.0,311.0,0.0,0.0,128.0,436.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031206,"Census Tract 312.06, Cobb County, Georgia",10996.0,8274.0,77623.0,288200.0,5043.0,4262.0,4402.0,0.0,1191.0,0.0,30.0,345.0,766.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031207,"Census Tract 312.07, Cobb County, Georgia",4612.0,3602.0,77895.0,357100.0,2325.0,2368.0,761.0,0.0,1172.0,0.0,18.0,214.0,79.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031208,"Census Tract 312.08, Cobb County, Georgia",5773.0,4595.0,69737.0,258700.0,3552.0,2577.0,1004.0,0.0,2017.0,17.0,0.0,0.0,158.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031209,"Census Tract 312.09, Cobb County, Georgia",4745.0,3425.0,139792.0,421800.0,2475.0,3102.0,764.0,0.0,314.0,0.0,0.0,108.0,457.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031211,"Census Tract 312.11, Cobb County, Georgia",4413.0,3386.0,67489.0,249600.0,2341.0,2029.0,1713.0,0.0,131.0,0.0,0.0,97.0,443.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031212,"Census Tract 312.12, Cobb County, Georgia",2403.0,1888.0,152500.0,646900.0,1538.0,2119.0,52.0,0.0,93.0,0.0,10.0,65.0,64.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031312,"Census Tract 313.12, Cobb County, Georgia",9916.0,6204.0,69528.0,183200.0,2779.0,2498.0,5318.0,0.0,229.0,0.0,0.0,365.0,1506.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13067031313,"Census Tract 313.13, Cobb County, Georgia",9933.0,6929.0,110750.0,284900.0,4490.0,4473.0,3790.0,0.0,329.0,0.0,94.0,299.0,948.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170303,"Census Tract 1703.03, Coweta County, Georgia",5850.0,3912.0,101082.0,270800.0,1653.0,4938.0,507.0,0.0,76.0,0.0,0.0,176.0,153.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170304,"Census Tract 1703.04, Coweta County, Georgia",6793.0,4591.0,74353.0,228900.0,1594.0,4998.0,1363.0,0.0,17.0,0.0,53.0,35.0,327.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170305,"Census Tract 1703.05, Coweta County, Georgia",11133.0,6755.0,38792.0,146300.0,1033.0,4812.0,3611.0,16.0,596.0,0.0,0.0,216.0,1882.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170306,"Census Tract 1703.06, Coweta County, Georgia",9447.0,6176.0,73776.0,188400.0,2102.0,5498.0,2360.0,0.0,621.0,0.0,186.0,213.0,569.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170403,"Census Tract 1704.03, Coweta County, Georgia",4871.0,3050.0,104226.0,281600.0,1296.0,4089.0,404.0,0.0,97.0,0.0,0.0,99.0,182.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170402,"Census Tract 1704.02, Coweta County, Georgia",9924.0,6636.0,82500.0,255400.0,2192.0,7453.0,1239.0,0.0,66.0,0.0,0.0,17.0,1149.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170100,"Census Tract 1701, Coweta County, Georgia",7652.0,5047.0,65255.0,171900.0,1068.0,6133.0,653.0,24.0,71.0,0.0,44.0,249.0,502.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170200,"Census Tract 1702, Coweta County, Georgia",7185.0,4834.0,51514.0,144200.0,1181.0,5687.0,992.0,68.0,0.0,0.0,0.0,315.0,123.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170404,"Census Tract 1704.04, Coweta County, Georgia",5270.0,3615.0,78000.0,184400.0,1601.0,4467.0,382.0,0.0,154.0,0.0,0.0,174.0,93.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170405,"Census Tract 1704.05, Coweta County, Georgia",7780.0,5237.0,79148.0,174800.0,1604.0,5634.0,674.0,0.0,132.0,0.0,61.0,311.0,968.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170406,"Census Tract 1704.06, Coweta County, Georgia",4032.0,2554.0,96474.0,230900.0,1157.0,3566.0,128.0,0.0,17.0,0.0,0.0,59.0,262.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170503,"Census Tract 1705.03, Coweta County, Georgia",5763.0,3897.0,70781.0,213700.0,1454.0,5006.0,363.0,6.0,24.0,0.0,0.0,65.0,299.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170601,"Census Tract 1706.01, Coweta County, Georgia",8360.0,5219.0,34161.0,165700.0,895.0,2904.0,4512.0,0.0,80.0,0.0,0.0,199.0,665.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170602,"Census Tract 1706.02, Coweta County, Georgia",8456.0,5732.0,89007.0,224400.0,2711.0,7092.0,586.0,28.0,338.0,0.0,0.0,60.0,380.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170603,"Census Tract 1706.03, Coweta County, Georgia",5456.0,3755.0,74627.0,182500.0,972.0,4297.0,532.0,0.0,94.0,0.0,9.0,97.0,427.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170801,"Census Tract 1708.01, Coweta County, Georgia",5215.0,3421.0,48812.0,122900.0,370.0,4001.0,930.0,5.0,27.0,0.0,0.0,25.0,227.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170802,"Census Tract 1708.02, Coweta County, Georgia",4455.0,3127.0,63359.0,177400.0,606.0,3950.0,310.0,15.0,0.0,0.0,8.0,108.0,64.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170700,"Census Tract 1707, Coweta County, Georgia",7206.0,4867.0,38060.0,130400.0,729.0,2937.0,3372.0,0.0,70.0,17.0,0.0,333.0,477.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170501,"Census Tract 1705.01, Coweta County, Georgia",7133.0,4842.0,71458.0,188400.0,1369.0,5964.0,578.0,23.0,28.0,0.0,0.0,166.0,374.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13077170502,"Census Tract 1705.02, Coweta County, Georgia",6034.0,4119.0,76076.0,170900.0,949.0,5321.0,485.0,0.0,6.0,0.0,0.0,17.0,205.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13085970100,"Census Tract 9701, Dawson County, Georgia",8347.0,6243.0,60668.0,204400.0,2045.0,7777.0,153.0,18.0,13.0,0.0,31.0,133.0,222.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13085970201,"Census Tract 9702.01, Dawson County, Georgia",7472.0,5340.0,73505.0,264800.0,1964.0,6665.0,77.0,0.0,12.0,0.0,0.0,137.0,581.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13085970202,"Census Tract 9702.02, Dawson County, Georgia",7578.0,5061.0,59406.0,170400.0,1164.0,7265.0,46.0,0.0,39.0,0.0,0.0,43.0,185.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021602,"Census Tract 216.02, DeKalb County, Georgia",3849.0,2969.0,68750.0,312300.0,2120.0,3094.0,280.0,0.0,289.0,0.0,0.0,110.0,76.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021704,"Census Tract 217.04, DeKalb County, Georgia",5770.0,4076.0,93529.0,295600.0,2654.0,4319.0,469.0,11.0,484.0,0.0,25.0,347.0,126.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021705,"Census Tract 217.05, DeKalb County, Georgia",5009.0,3442.0,41481.0,196500.0,1515.0,1938.0,1254.0,33.0,489.0,0.0,0.0,104.0,1191.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022001,"Census Tract 220.01, DeKalb County, Georgia",4512.0,3715.0,68327.0,171700.0,1896.0,3019.0,845.0,32.0,193.0,0.0,10.0,127.0,286.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022007,"Census Tract 220.07, DeKalb County, Georgia",4131.0,2235.0,30606.0,123100.0,362.0,141.0,1990.0,0.0,1802.0,0.0,0.0,76.0,122.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022401,"Census Tract 224.01, DeKalb County, Georgia",3708.0,2825.0,86366.0,455200.0,2434.0,2968.0,328.0,6.0,197.0,0.0,41.0,100.0,68.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022100,"Census Tract 221, DeKalb County, Georgia",3280.0,2225.0,34479.0,122500.0,834.0,688.0,2021.0,25.0,409.0,0.0,0.0,67.0,95.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022700,"Census Tract 227, DeKalb County, Georgia",4818.0,3009.0,102604.0,428400.0,1962.0,3279.0,894.0,73.0,124.0,0.0,0.0,224.0,232.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023204,"Census Tract 232.04, DeKalb County, Georgia",6923.0,4829.0,50500.0,114300.0,1247.0,888.0,5562.0,1.0,69.0,0.0,57.0,50.0,296.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023506,"Census Tract 235.06, DeKalb County, Georgia",6474.0,4509.0,42301.0,88900.0,1051.0,419.0,5801.0,0.0,0.0,0.0,0.0,228.0,26.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023412,"Census Tract 234.12, DeKalb County, Georgia",5648.0,4355.0,47004.0,105300.0,1222.0,125.0,5381.0,0.0,85.0,0.0,0.0,29.0,28.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023416,"Census Tract 234.16, DeKalb County, Georgia",6811.0,4561.0,64215.0,120000.0,1466.0,193.0,6572.0,0.0,0.0,0.0,0.0,1.0,45.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089020500,"Census Tract 205, DeKalb County, Georgia",3305.0,2685.0,55208.0,239600.0,1220.0,1596.0,1286.0,0.0,95.0,0.0,11.0,137.0,180.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089020900,"Census Tract 209, DeKalb County, Georgia",5811.0,4809.0,66536.0,216300.0,2071.0,2708.0,2790.0,0.0,108.0,0.0,0.0,77.0,128.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089020700,"Census Tract 207, DeKalb County, Georgia",2231.0,1665.0,53833.0,295300.0,908.0,1235.0,813.0,0.0,36.0,0.0,25.0,67.0,55.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021204,"Census Tract 212.04, DeKalb County, Georgia",3555.0,1908.0,26523.0,-666666666.0,62.0,95.0,93.0,529.0,131.0,0.0,0.0,51.0,3090.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021213,"Census Tract 212.13, DeKalb County, Georgia",3687.0,2419.0,147550.0,542000.0,1770.0,3259.0,62.0,0.0,198.0,0.0,0.0,64.0,104.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021805,"Census Tract 218.05, DeKalb County, Georgia",7038.0,4931.0,57297.0,188200.0,2022.0,2843.0,2101.0,16.0,712.0,0.0,86.0,313.0,983.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089022004,"Census Tract 220.04, DeKalb County, Georgia",6031.0,3708.0,50431.0,142100.0,939.0,609.0,4150.0,0.0,956.0,0.0,0.0,198.0,118.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023208,"Census Tract 232.08, DeKalb County, Georgia",6735.0,4768.0,40182.0,94900.0,877.0,585.0,5593.0,0.0,197.0,0.0,0.0,93.0,267.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023212,"Census Tract 232.12, DeKalb County, Georgia",3984.0,2818.0,61510.0,112900.0,716.0,122.0,3586.0,0.0,51.0,0.0,0.0,46.0,179.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023504,"Census Tract 235.04, DeKalb County, Georgia",3536.0,2205.0,27270.0,93600.0,246.0,175.0,3185.0,0.0,0.0,0.0,66.0,10.0,100.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023602,"Census Tract 236.02, DeKalb County, Georgia",2349.0,1737.0,39524.0,83600.0,269.0,199.0,2077.0,0.0,0.0,0.0,0.0,59.0,14.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089020100,"Census Tract 201, DeKalb County, Georgia",2076.0,1455.0,174526.0,617300.0,1231.0,1885.0,36.0,0.0,25.0,0.0,13.0,22.0,95.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021301,"Census Tract 213.01, DeKalb County, Georgia",4219.0,2625.0,50081.0,177300.0,844.0,795.0,1013.0,68.0,637.0,0.0,0.0,314.0,1444.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023306,"Census Tract 233.06, DeKalb County, Georgia",7161.0,4735.0,61975.0,126300.0,1550.0,185.0,6267.0,0.0,15.0,0.0,213.0,94.0,387.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021706,"Census Tract 217.06, DeKalb County, Georgia",5252.0,3931.0,81033.0,344800.0,2847.0,3248.0,860.0,0.0,637.0,0.0,95.0,74.0,338.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023000,"Census Tract 230, DeKalb County, Georgia",2121.0,1535.0,66250.0,336000.0,1094.0,1794.0,198.0,0.0,27.0,0.0,29.0,17.0,56.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021812,"Census Tract 218.12, DeKalb County, Georgia",2186.0,1485.0,63690.0,218500.0,639.0,954.0,260.0,36.0,133.0,0.0,25.0,51.0,745.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021907,"Census Tract 219.07, DeKalb County, Georgia",8711.0,6320.0,50257.0,135700.0,1987.0,1648.0,6338.0,14.0,0.0,0.0,49.0,43.0,619.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023206,"Census Tract 232.06, DeKalb County, Georgia",7770.0,5217.0,50142.0,86700.0,1053.0,685.0,6650.0,0.0,224.0,0.0,0.0,52.0,159.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023411,"Census Tract 234.11, DeKalb County, Georgia",4282.0,3150.0,37479.0,82600.0,424.0,93.0,4161.0,0.0,0.0,0.0,16.0,12.0,0.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023413,"Census Tract 234.13, DeKalb County, Georgia",3788.0,2802.0,52457.0,103100.0,696.0,109.0,3566.0,0.0,0.0,0.0,0.0,37.0,76.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089023802,"Census Tract 238.02, DeKalb County, Georgia",4599.0,2952.0,41276.0,145600.0,887.0,947.0,3054.0,58.0,80.0,0.0,18.0,141.0,301.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021208,"Census Tract 212.08, DeKalb County, Georgia",4273.0,3192.0,67850.0,248000.0,1943.0,2681.0,449.0,20.0,656.0,0.0,0.0,121.0,346.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021411,"Census Tract 214.11, DeKalb County, Georgia",3400.0,2694.0,96071.0,531500.0,2202.0,2745.0,254.0,0.0,146.0,9.0,5.0,61.0,180.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021412,"Census Tract 214.12, DeKalb County, Georgia",3667.0,2725.0,119297.0,391200.0,2035.0,2905.0,127.0,17.0,255.0,0.0,32.0,37.0,294.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021413,"Census Tract 214.13, DeKalb County, Georgia",4450.0,2692.0,42143.0,338300.0,436.0,711.0,372.0,207.0,39.0,0.0,0.0,63.0,3248.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021414,"Census Tract 214.14, DeKalb County, Georgia",4092.0,2636.0,45966.0,310600.0,1028.0,680.0,1327.0,31.0,259.0,0.0,16.0,59.0,1720.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021415,"Census Tract 214.15, DeKalb County, Georgia",3678.0,2733.0,104226.0,501200.0,1992.0,2443.0,185.0,66.0,303.0,0.0,0.0,112.0,598.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
13089021416,"Census Tract 214.16, DeKalb County, Georgia",2391.0,1646.0,79844.0,326500.0,911.0,950.0,164.0,176.0,162.0,0.0,0.0,11.0,1104.0,Atlanta,Atlanta-Sandy Springs-Alpharetta
